image URN	folio URN
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0401	urn:cite:ogl:modena_alfa_t_8_21.folio.201r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0402	urn:cite:ogl:modena_alfa_t_8_21.folio.201v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0403	urn:cite:ogl:modena_alfa_t_8_21.folio.202r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0404	urn:cite:ogl:modena_alfa_t_8_21.folio.202v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0405	urn:cite:ogl:modena_alfa_t_8_21.folio.203r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0406	urn:cite:ogl:modena_alfa_t_8_21.folio.203v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0407	urn:cite:ogl:modena_alfa_t_8_21.folio.204r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0408	urn:cite:ogl:modena_alfa_t_8_21.folio.204v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0409	urn:cite:ogl:modena_alfa_t_8_21.folio.205r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0410	urn:cite:ogl:modena_alfa_t_8_21.folio.205v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0411	urn:cite:ogl:modena_alfa_t_8_21.folio.206r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0412	urn:cite:ogl:modena_alfa_t_8_21.folio.206v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0413	urn:cite:ogl:modena_alfa_t_8_21.folio.207r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0414	urn:cite:ogl:modena_alfa_t_8_21.folio.207v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0415	urn:cite:ogl:modena_alfa_t_8_21.folio.208r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0416	urn:cite:ogl:modena_alfa_t_8_21.folio.208v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0417	urn:cite:ogl:modena_alfa_t_8_21.folio.209r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0418	urn:cite:ogl:modena_alfa_t_8_21.folio.209v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0419	urn:cite:ogl:modena_alfa_t_8_21.folio.210r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0420	urn:cite:ogl:modena_alfa_t_8_21.folio.210v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0421	urn:cite:ogl:modena_alfa_t_8_21.folio.211r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0422	urn:cite:ogl:modena_alfa_t_8_21.folio.211v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0423	urn:cite:ogl:modena_alfa_t_8_21.folio.212r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0424	urn:cite:ogl:modena_alfa_t_8_21.folio.212v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0425	urn:cite:ogl:modena_alfa_t_8_21.folio.213r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0426	urn:cite:ogl:modena_alfa_t_8_21.folio.213v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0427	urn:cite:ogl:modena_alfa_t_8_21.folio.214r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0428	urn:cite:ogl:modena_alfa_t_8_21.folio.214v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0429	urn:cite:ogl:modena_alfa_t_8_21.folio.215r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0430	urn:cite:ogl:modena_alfa_t_8_21.folio.215v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0431	urn:cite:ogl:modena_alfa_t_8_21.folio.216r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0432	urn:cite:ogl:modena_alfa_t_8_21.folio.216v
