isLabelIn	containsLabel
12.Prop.11	Δ
12.Prop.11	Ε
12.Prop.11	Ζ
12.Prop.11	Η
12.Prop.11	Θ
12.Prop.11	Κ
12.Prop.11	Λ
12.Prop.11	Μ
12.Prop.11	Ν
12.Prop.11	Ξ
12.Prop.11	Ο
12.Prop.11	Π
12.Prop.11	Ρ
12.Prop.11	Σ
12.Prop.11	Τ
12.Prop.11	Υ
12.Prop.11	Φ
12.Prop.11	Χ
12.Prop.11	Ψ
12.Prop.12	Α
12.Prop.12	Β
12.Prop.12	Γ
12.Prop.12	Δ
12.Prop.12	Ε
12.Prop.12	Ζ
12.Prop.12	Η
12.Prop.12	Θ
12.Prop.12	Κ
12.Prop.12	Λ
12.Prop.12	Μ
12.Prop.12	Ν
12.Prop.12	Ξ
12.Prop.12	Ο
12.Prop.12	Π
12.Prop.12	Ρ
12.Prop.12	Σ
12.Prop.12	Τ
12.Prop.12	Υ
12.Prop.12	Φ
12.Prop.12	Χ
12.Prop.13	Α
12.Prop.13	Β
12.Prop.13	Γ
12.Prop.13	Δ
12.Prop.13	Ε
12.Prop.13	Ζ
12.Prop.13	Η
12.Prop.13	Θ
12.Prop.13	Κ
12.Prop.13	Λ
12.Prop.13	Μ
12.Prop.13	Ν
12.Prop.13	Ξ
12.Prop.13	Ο
12.Prop.13	Π
12.Prop.13	Ρ
12.Prop.13	Σ
12.Prop.13	Τ
12.Prop.13	Υ
12.Prop.13	Φ
12.Prop.13	Χ
12.Prop.14	Α
12.Prop.14	Β
12.Prop.14	Γ
12.Prop.14	Δ
12.Prop.14	Ε
12.Prop.14	Ζ
12.Prop.14	Η
12.Prop.14	Θ
12.Prop.14	Κ
12.Prop.14	Λ
12.Prop.14	Μ
12.Prop.14	Ν
12.Prop.15	Α
12.Prop.15	Β
12.Prop.15	Γ
12.Prop.15	Δ
12.Prop.15	Ε
12.Prop.15	Ζ
12.Prop.15	Η
12.Prop.15	Θ
12.Prop.15	Κ
12.Prop.15	Λ
12.Prop.15	Μ
12.Prop.15	Ν
12.Prop.15	Ξ
12.Prop.15	Ο
12.Prop.15	Π
12.Prop.15	Ρ
12.Prop.15	Σ
12.Prop.15	Τ
12.Prop.15	Υ
12.Prop.16	Α
12.Prop.16	Β
12.Prop.16	Γ
12.Prop.16	Δ
12.Prop.16	Ε
12.Prop.16	Ζ
12.Prop.16	Η
12.Prop.16	Θ
12.Prop.16	Κ
12.Prop.16	Λ
12.Prop.16	Μ
12.Prop.16	Ν
12.Prop.17	Α
12.Prop.17	Β
12.Prop.17	Γ
12.Prop.17	Δ
12.Prop.17	Ε
12.Prop.17	Ζ
12.Prop.17	Η
12.Prop.17	Θ
12.Prop.17	Κ
12.Prop.17	Λ
12.Prop.17	Μ
12.Prop.17	Ν
12.Prop.17	Ξ
12.Prop.17	Ο
12.Prop.17	Π
12.Prop.17	Ρ
12.Prop.17	Σ
12.Prop.17	Τ
12.Prop.17	Υ
12.Prop.17	Φ
12.Prop.17	Χ
12.Prop.17	Ψ
12.Prop.17	Ω
12.Prop.18	Α
12.Prop.18	Β
12.Prop.18	Γ
12.Prop.18	Δ
12.Prop.18	Ε
12.Prop.18	Ζ
12.Prop.18	Η
12.Prop.18	Θ
12.Prop.18	Κ
12.Prop.18	Λ
12.Prop.18	Μ
12.Prop.18	Ν
13.Prop.1	Α
13.Prop.1	Β
13.Prop.1	Γ
13.Prop.1	Δ
13.Prop.1	Ε
13.Prop.1	Ζ
13.Prop.1	Η
13.Prop.1	Θ
13.Prop.1	Κ
13.Prop.1	Λ
13.Prop.1	Μ
13.Prop.1	Ν
13.Prop.1	Ξ
13.Prop.1	Ο
13.Prop.2	Α
13.Prop.2	Β
13.Prop.2	Γ
13.Prop.2	Δ
13.Prop.2	Ε
13.Prop.2	Ζ
13.Prop.2	Η
13.Prop.2	Θ
13.Prop.2	Κ
13.Prop.2	Λ
13.Prop.2	Μ
13.Prop.2	Ν
13.Prop.2	Ξ
13.Prop.3	Α
13.Prop.3	Β
13.Prop.3	Γ
13.Prop.3	Δ
13.Prop.3	Ε
13.Prop.3	Ζ
13.Prop.3	Η
13.Prop.3	Θ
13.Prop.3	Κ
13.Prop.3	Λ
13.Prop.3	Μ
13.Prop.3	Ν
13.Prop.3	Ξ
13.Prop.3	Ο
13.Prop.3	Π
13.Prop.3	Ρ
13.Prop.3	Σ
13.Prop.4	Α
13.Prop.4	Β
13.Prop.4	Γ
13.Prop.4	Δ
13.Prop.4	Ε
13.Prop.4	Ζ
13.Prop.4	Η
13.Prop.4	Θ
13.Prop.4	Κ
13.Prop.4	Λ
13.Prop.4	Μ
13.Prop.4	Ν
13.Prop.6	Α
13.Prop.6	Β
13.Prop.6	Γ
13.Prop.6	Δ
13.Prop.7	Α
13.Prop.7	Β
13.Prop.7	Γ
13.Prop.7	Δ
13.Prop.7	Ε
13.Prop.7	Ζ
13.Prop.8	Α
13.Prop.8	Β
13.Prop.8	Γ
13.Prop.8	Δ
13.Prop.8	Ε
13.Prop.8	Θ
13.Prop.9	Α
13.Prop.9	Β
13.Prop.9	Γ
13.Prop.9	Δ
13.Prop.9	Ε
13.Prop.10	Α
13.Prop.10	Β
13.Prop.10	Γ
13.Prop.10	Δ
13.Prop.10	Ε
13.Prop.10	Ζ
13.Prop.10	Η
13.Prop.10	Θ
13.Prop.10	Κ
13.Prop.10	Λ
13.Prop.10	Μ
13.Prop.10	Ν
13.Prop.11	Α
13.Prop.11	Β
13.Prop.11	Γ
13.Prop.11	Δ
13.Prop.11	Ε
13.Prop.11	Ζ
13.Prop.11	Η
13.Prop.11	Θ
13.Prop.11	Κ
13.Prop.11	Λ
13.Prop.11	Μ
13.Prop.11	Ν
13.Prop.12	Α
13.Prop.12	Β
13.Prop.12	Γ
13.Prop.12	Δ
13.Prop.12	Ε
13.Prop.13	Α
13.Prop.13	Β
13.Prop.13	Γ
13.Prop.13	Δ
13.Prop.13	Ε
13.Prop.13	Ζ
13.Prop.13	Η
13.Prop.13	Θ
13.Prop.13	Κ
13.Prop.13	Λ
13.Prop.14	Α
13.Prop.14	Β
13.Prop.14	Γ
13.Prop.14	Δ
13.Prop.14	Ε
13.Prop.14	Ζ
13.Prop.14	Η
13.Prop.14	Θ
13.Prop.14	Κ
13.Prop.14	Λ
13.Prop.14	Μ
13.Prop.15	Α
13.Prop.15	Β
13.Prop.15	Γ
13.Prop.15	Δ
13.Prop.15	Ε
13.Prop.15	Ζ
13.Prop.15	Η
13.Prop.15	Θ
13.Prop.15	Κ
13.Prop.15	Λ
13.Prop.15	Μ
13.Prop.15	Ν
13.Prop.16	Α
13.Prop.16	Β
13.Prop.16	Γ
13.Prop.16	Δ
13.Prop.16	Ε
13.Prop.16	Ζ
13.Prop.16	Η
13.Prop.16	Θ
13.Prop.16	Κ
13.Prop.16	Λ
13.Prop.16	Μ
13.Prop.16	Ν
13.Prop.16	Ξ
13.Prop.16	Ο
13.Prop.16	Π
13.Prop.16	Ρ
13.Prop.16	Σ
13.Prop.16	Τ
13.Prop.16	Υ
13.Prop.16	Φ
13.Prop.16	Χ
13.Prop.16	Ψ
13.Prop.16	Ω
13.Prop.17	Α
13.Prop.17	Β
13.Prop.17	Γ
13.Prop.17	Δ
13.Prop.17	Ε
13.Prop.17	Ζ
13.Prop.17	Η
13.Prop.17	Θ
13.Prop.17	Κ
13.Prop.17	Λ
13.Prop.17	Μ
13.Prop.17	Ν
13.Prop.17	Ξ
13.Prop.17	Ο
13.Prop.17	Π
13.Prop.17	Ρ
13.Prop.17	Σ
13.Prop.17	Τ
13.Prop.17	Υ
13.Prop.17	Φ
13.Prop.17	Χ
13.Prop.17	Ψ
13.Prop.17	Ω
13.Prop.18	Α
13.Prop.18	Β
13.Prop.18	Γ
13.Prop.18	Δ
13.Prop.18	Ε
13.Prop.18	Ζ
13.Prop.18	Η
13.Prop.18	Θ
13.Prop.18	Κ
13.Prop.18	Λ
13.Prop.18	Μ
13.Prop.18	Ν
