Current Perseus ID	Numbering in work	Folio	Link	Temp PNG File	PDF Page	Coords
Euc. 2.Prop.4	2.prop.4	4v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=12			
Euc. 2.Prop.5	2.prop.5	4v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=12			
Euc. 2.Prop.6	2.prop.6	4v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=12			
	2.prop.7	4v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=12			
Euc. 2.Prop.8	2.prop.8	5r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=13			
Euc. 2.Prop.9	2.prop.9	5r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=13			
Euc. 2.Prop.10	2.prop.10	5r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=13			
Euc. 2.Prop.11	2.prop.11	5r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=13			
Euc. 2.Prop.12	2.prop.12	5r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=13			
Euc. 2.Prop.13	2.prop.13	5r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=13			
Euc. 2.Prop.13	2.prop.13	5v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=14			
Euc. 2.Prop.14	2.prop.14	5v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=14			
Euc. 3.Prop.1	3.prop.1	6r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=15			
Euc. 3.Prop.2	3.prop.2	6r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=15			
Euc. 3.Prop.3	3.prop.3	6r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=15			
Euc. 3.Prop.4	3.prop.4	6r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=15			
Euc. 3.Prop.5	3.prop.5	6r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=15			
Euc. 3.Prop.6	3.prop.6	6r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=15			
Euc. 3.Prop.7	3.prop.7	6r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=15			
Euc. 3.Prop.8	3.prop.8	6r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=15			
Euc. 3.Prop.8	3.prop.8	6v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=16			
Euc. 3.Prop.9	3.prop.9	6v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=16			
Euc. 3.Prop.10	3.prop.10	6v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=16			
Euc. 3.Prop.11	3.prop.11	6v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=16			
Euc. 3.Prop.12	3.prop.12	6v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=16			
Euc. 3.Prop.13	3.prop.13	6v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=16			
Euc. 3.Prop.14	3.prop.14	6v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=16			
